REGISTER,ISBN,TITLE,VOLUME,PRINTING,EDITION,LANGUAGE,COPIES,MEDIA_CODE,TYPE_CODE,DEWEY_NO,AUTHOR_CODE,TITLE_CODE,YEAR_PUB,CITY_PUB,PUB_NAME,PHYS_DESCRIPTION,INDEX_,BIBLIOGRAPHY,LOCATION_CODE,SPEC_LOCATION,PRICE,FUND_CODE,FUND_NOTE,ACCEPT_DATE,DATA_ENTRY,OPERATOR_CODE
090509236,,Sejarah Untuk SMA dan MA Kelas XII Program iIlmu Pengetahuan Sosial : ESIS (KTSP Standar Isi 2006),3,,,Indonesia,1,MD001,.,909,ALF,s,2007,Jakarta,Erlangga,"xi,260 hlm.; ilus.,tab.; 25 cm",,,SMU4,BRA001,$0.00 ,PB,"
",11/14/2009,11/14/2009,OP002
090509237,,Sejarah Untuk SMA dan MA Kelas XII Program iIlmu Pengetahuan Sosial : ESIS (KTSP Standar Isi 2006),3,,,Indonesia,1,MD001,.,909,ALF,s,2007,Jakarta,Erlangga,"xi,260 hlm.; ilus.,tab.; 25 cm",,,SMU4,BRA001,$0.00 ,PB,"
",11/14/2009,11/14/2009,OP002
090509238,,Sejarah Untuk SMA dan MA Kelas XII Program iIlmu Pengetahuan Sosial : ESIS (KTSP Standar Isi 2006),3,,,Indonesia,1,MD001,.,909,ALF,s,2007,Jakarta,Erlangga,"xi,260 hlm.; ilus.,tab.; 25 cm",,,SMU4,BRA001,$0.00 ,PB,"
",11/14/2009,11/14/2009,OP002
090509239,,Sejarah Untuk SMA dan MA Kelas XII Program iIlmu Pengetahuan Sosial : ESIS (KTSP Standar Isi 2006),3,,,Indonesia,1,MD001,.,909,ALF,s,2007,Jakarta,Erlangga,"xi,260 hlm.; ilus.,tab.; 25 cm",,,SMU4,BRA001,$0.00 ,PB,"
",11/14/2009,11/14/2009,OP002
090509240,,Sejarah Untuk SMA dan MA Kelas XII Program iIlmu Pengetahuan Sosial : ESIS (KTSP Standar Isi 2006), 3,,,Indonesia,1,MD001,.,909,ALF,s,2007,Jakarta,Erlangga,"xi,260 hlm.; ilus.,tab.; 25 cm",,,SMU4,BRA001,$0.00 ,PB,"
",11/14/2009,11/14/2009,OP002
090509241,,Sejarah Untuk SMA dan MA Kelas XII Program iIlmu Pengetahuan Sosial : ESIS (KTSP Standar Isi 2006),3,,,Indonesia,1,MD001,.,909,ALF,s,2007,Jakarta,Erlangga,"xi,260 hlm.; ilus.,tab.; 25 cm",,,SMU4,BRA001,$0.00 ,PB,"
",11/14/2009,11/14/2009,OP002
090509242,,Sejarah Untuk SMA dan MA Kelas XII Program iIlmu Pengetahuan Sosial : ESIS (KTSP Standar Isi 2006),3,,,Indonesia,1,MD001,.,909,ALF,s,2007,Jakarta,Erlangga,"xi,260 hlm.; ilus.,tab.; 25 cm",,,SMU4,BRA001,$0.00 ,PB,"
",11/14/2009,11/14/2009,OP002
090509243,,Sejarah Untuk SMA dan MA Kelas XII Program iIlmu Pengetahuan Sosial : ESIS (KTSP Standar Isi 2006),3,,,Indonesia,1,MD001,.,909,ALF,s,2007,Jakarta,Erlangga,"xi,260 hlm.; ilus.,tab.; 25 cm",,,SMU4,BRA001,$0.00 ,PB,"
",11/14/2009,11/14/2009,OP002
090509244,,Sejarah Untuk SMA dan MA Kelas XII Program iIlmu Pengetahuan Sosial : ESIS (KTSP Standar Isi 2006),3,,,Indonesia,1,MD001,.,909,ALF,s,2007,Jakarta,Erlangga,"xi,260 hlm.; ilus.,tab.; 25 cm",,,SMU4,BRA001,$0.00 ,PB,"
",11/14/2009,11/14/2009,OP002
090509245,,Sejarah Untuk SMA dan MA Kelas XII Program Bahasal : ESIS (KTSP Standar Isi 2006), 3,,,Indonesia,1,MD001,.,909,ALF,s,2007,Jakarta,Erlangga,"xi,162 hlm.; ilus.,tab.; 25 cm",,,SMU4,BRA001,$0.00 ,PB,"
",11/14/2009,11/14/2009,OP002
090509246,,Sejarah Untuk SMA dan MA Kelas XII Program Bahasal : ESIS (KTSP Standar Isi 2006), 3,,,Indonesia,1,MD001,.,909,ALF,s,2007,Jakarta,Erlangga,"xi,162 hlm.; ilus.,tab.; 25 cm",,,SMU4,BRA001,$0.00 ,PB,"
",11/14/2009,11/14/2009,OP002
090509269,,Pendidikan Kewarganegaraan Untuk SMA Kelas XII,3,,,Indonesia,1,MD001,.,320.5P,SUT,p,2007,Jakarta,Erlangga,"x,174 hlm.; ilus.,tab.; 25 cm",,,SMU4,BRA001,$0.00 ,HD,"
",11/17/2009,11/17/2009,OP002
090509270,,Pendidikan Kewarganegaraan Untuk SMA Kelas XII,3,,,Indonesia,1,MD001,.,320.5P,SUT,p,2007,Jakarta,Erlangga,"x,174 hlm.; ilus.,tab.; 25 cm",,,SMU4,BRA001,$0.00 ,HD,"
",11/17/2009,11/17/2009,OP002
090509349,,Matematika  Untuk SMA / MA Kelas XI IPA,,1,,Indonesia,1,MD001,.,510,TIM,m,2008,Malang,Dinas Pendidikan Kota Malang,"ix,238 hlm.; ilus.,tab.;27cm",,,SMU4,BRA001,$0.00 ,HD,"
",12/19/2009,12/19/2009,OP002
090509247,,Sejarah Untuk SMA dan MA Kelas XII Program Bahasal : ESIS (KTSP Standar Isi 2006), 3,,,Indonesia,1,MD001,.,909,ALF,s,2007,Jakarta,Erlangga,"xi,162 hlm.; ilus.,tab.; 25 cm",,,SMU4,BRA001,$0.00 ,PB,"
",11/14/2009,11/14/2009,OP002
090509248,,Sejarah Untuk SMA dan MA Kelas XII Program Bahasal : ESIS (KTSP Standar Isi 2006), 3,,,Indonesia,1,MD001,.,909,ALF,s,2007,Jakarta,Erlangga,"xi,162 hlm.; ilus.,tab.; 25 cm",,,SMU4,BRA001,$0.00 ,PB,"
",11/14/2009,11/14/2009,OP002
090509249,,Sejarah Untuk SMA dan MA Kelas XII Program Bahasal : ESIS (KTSP Standar Isi 2006), 3,,,Indonesia,1,MD001,.,909,ALF,s,2007,Jakarta,Erlangga,"xi,162 hlm.; ilus.,tab.; 25 cm",,,SMU4,BRA001,$0.00 ,PB,"
",11/14/2009,11/14/2009,OP002
090509250,,Sejarah Untuk SMA dan MA Kelas XII Program Bahasal : ESIS (KTSP Standar Isi 2006), 3,,,Indonesia,1,MD001,.,909,ALF,s,2007,Jakarta,Erlangga,"xi,162 hlm.; ilus.,tab.; 25 cm",,,SMU4,BRA001,$0.00 ,PB,"
",11/14/2009,11/14/2009,OP002
090509251,,Sejarah Untuk SMA dan MA Kelas XII Program Bahasal : ESIS (KTSP Standar Isi 2006), 3,,,Indonesia,1,MD001,.,909,ALF,s,2007,Jakarta,Erlangga,"xi,162 hlm.; ilus.,tab.; 25 cm",,,SMU4,BRA001,$0.00 ,PB,"
",11/14/2009,11/14/2009,OP002
090509252,,Sejarah Untuk SMA dan MA Kelas XII Program Bahasal : ESIS (KTSP Standar Isi 2006), 3,,,Indonesia,1,MD001,.,909,ALF,s,2007,Jakarta,Erlangga,"xi,162 hlm.; ilus.,tab.; 25 cm",,,SMU4,BRA001,$0.00 ,PB,"
",11/14/2009,11/14/2009,OP002
090509253,,Sejarah Untuk SMA dan MA Kelas XII Program Bahasal : ESIS (KTSP Standar Isi 2006), 3,,,Indonesia,1,MD001,.,909,ALF,s,2007,Jakarta,Erlangga,"xi,162 hlm.; ilus.,tab.; 25 cm",,,SMU4,BRA001,$0.00 ,PB,"
",11/14/2009,11/14/2009,OP002
090509254,,Sejarah Untuk SMA dan MA Kelas XII Program Bahasal : ESIS (KTSP Standar Isi 2006), 3,,,Indonesia,1,MD001,.,909,ALF,s,2007,Jakarta,Erlangga,"xi,162 hlm.; ilus.,tab.; 25 cm",,,SMU4,BRA001,$0.00 ,PB,"
",11/14/2009,11/14/2009,OP002
090509255,,Kimia Untuk Sekolah Menengah Atas / Aliyah Kelas XII,3,,,Indonesia,1,MD001,.,540,KRI,k,2007,Bandung,Lubuk Agung,"vi,228 hlm.; ilus.,tab.; 29 cm",Hlm.;228,,SMU4,BRA001,$0.00 ,HD,"
",11/17/2009,11/17/2009,OP002
090509256,978-979-01,Kimia : S M A / M A  Kelas XII,3,1,1,Indonesia,1,MD001,.,540,PAR,k,2007,Jakarta,Yudhistira,"vi,322 hlm.; ilus.,tab.; 25 cm",Hlm.;318-322,,SMU4,BRA001,$0.00 ,HD,"
",11/17/2009,11/17/2009,OP002
090509257,978-979-01,Kimia : S M A / M A  Kelas XII,3,1,,Indonesia,1,MD001,.,540,MUC,k,2007,Jakarta,Yudhistira,"vi,322 hlm.; ilus.,tab.; 25 cm",Hlm.;321-322,,SMU4,BRA001,$0.00 ,HD,"
",11/17/2009,11/17/2009,OP002
090509258,978-979-01,Kimia : S M A / M A  Kelas XII,3,1,,Indonesia,1,MD001,.,540,MUC,k,2007,Jakarta,Yudhistira,"vi,322 hlm.; ilus.,tab.; 25 cm",Hlm.;321-322,,SMU4,BRA001,$0.00 ,HD,"
",11/17/2009,11/17/2009,OP002
090509259,978-979-01,Kimia : S M A / M A  Kelas XII,3,1,,Indonesia,1,MD001,.,540,MUC,k,2007,Jakarta,Yudhistira,"vi,322 hlm.; ilus.,tab.; 25 cm",Hlm.;321-322,,SMU4,BRA001,$0.00 ,HD,"
",11/17/2009,11/17/2009,OP002
090509260,978-979-01,Kimia : S M A / M A  Kelas XII,3,1,,Indonesia,1,MD001,.,540,MUC,k,2007,Jakarta,Yudhistira,"vi,322 hlm.; ilus.,tab.; 25 cm",Hlm.;321-322,,SMU4,BRA001,$0.00 ,HD,"
",11/17/2009,11/17/2009,OP002
090509261,978-979-01,Kimia : S M A / M A  Kelas XII Sesuai Standar Isi 2006,3,1,,Indonesia,1,MD001,.,540,MUC,k,2007,Jakarta,Yudhistira,"vi,305 hlm.; ilus.,tab.; 24 cm",,,SMU4,BRA001,$0.00 ,HD,"
",11/17/2009,11/17/2009,OP002
090509264,,Pendidikan Kewarganegaraan Untuk SMA Kelas XII,3,,,Indonesia,1,MD001,.,320.5P,BUD,p,2007,Jakarta,Erlangga,"ix,190 hlm.; ilus.,tab.; 25 cm",,,SMU4,BRA001,$0.00 ,HD,"
",11/17/2009,11/17/2009,OP002
090509265,,Pendidikan Kewarganegaraan Untuk SMA Kelas XII,3,,,Indonesia,1,MD001,.,320.5P,BUD,p,2007,Jakarta,Erlangga,"ix,190 hlm.; ilus.,tab.; 25 cm",,,SMU4,BRA001,$0.00 ,HD,"
",11/17/2009,11/17/2009,OP002
090509266,,Pendidikan Kewarganegaraan Untuk SMA Kelas XII,3,,,Indonesia,1,MD001,.,320.5P,BUD,p,2007,Jakarta,Erlangga,"ix,190 hlm.; ilus.,tab.; 25 cm",,,SMU4,BRA001,$0.00 ,HD,"
",11/17/2009,11/17/2009,OP002
090509262,978-979-01,Kimia : S M A / M A  Kelas XII Sesuai Standar Isi 2006,3,1,,Indonesia,1,MD001,.,540,MUC,k,2007,Jakarta,Yudhistira,"vi,305 hlm.; ilus.,tab.; 24 cm",,,SMU4,BRA001,$0.00 ,HD,"
",11/17/2009,11/17/2009,OP002
090509263,978-979-01,Kimia : S M A / M A  Kelas XII Sesuai Standar Isi 2006,3,1,,Indonesia,1,MD001,.,540,MUC,k,2007,Jakarta,Yudhistira,"vi,305 hlm.; ilus.,tab.; 24 cm",,,SMU4,BRA001,$0.00 ,HD,"
",11/17/2009,11/17/2009,OP002
090509271,,Eksplorasi Sejarah Indonesia dan Dunia Untuk SMA Kelas XII Program I P S :Berdasar Standar Isi 2006,3,,,Indonesia,1,MD001,.,930,HAP,e,2008,Jakarta,Erlangga,"223 hlm.; ilus.,tab.; 25 cm",,,SMU4,BRA001,$0.00 ,HD,"
",11/17/2009,11/17/2009,OP002
090509272,,Eksplorasi Sejarah Indonesia dan Dunia Untuk SMA Kelas XII Program I P S :Berdasar Standar Isi 2006,3,,,Indonesia,1,MD001,.,930,HAP,e,2008,Jakarta,Erlangga,"223 hlm.; ilus.,tab.; 25 cm",,,SMU4,BRA001,$0.00 ,HD,"
",11/17/2009,11/17/2009,OP002
090509273,,Eksplorasi Sejarah Indonesia dan Dunia Untuk SMA Kelas XII Program I P S :Berdasar Standar Isi 2006,3,,,Indonesia,1,MD001,.,930,HAP,e,2008,Jakarta,Erlangga,"223 hlm.; ilus.,tab.; 25 cm",,,SMU4,BRA001,$0.00 ,HD,"
",11/17/2009,11/17/2009,OP002
090509274,,Sejarah Untuk SMA Jilid 2 Kelas XI Program Ilmu Alam :Berdasar Standar Isi 2006,2,,,Indonesia,1,MD001,.,930,BAD,e,2006,Jakarta,Erlangga,"234 hlm.; ilus.,tab.; 25 cm",Hlm.; 232-234,,SMU4,BRA001,$0.00 ,HD,"
",11/17/2009,11/17/2009,OP002
090509275,,Sejarah Untuk SMA Jilid 2 Kelas XI Program Ilmu Alam :Berdasar Standar Isi 2006,2,,,Indonesia,1,MD001,.,930,BAD,e,2006,Jakarta,Erlangga,"234 hlm.; ilus.,tab.; 25 cm",Hlm.; 232-234,,SMU4,BRA001,$0.00 ,HD,"
",11/17/2009,11/17/2009,OP002
090509276,979-571-13,"Panduan Menguasai Antropologi:Disusun Sesuai Kurikulum SMA/MA 1994 Yang Disempurnakan(Suplemen GBPP 1994) - Untuk SMU/MA Kelas III Cawu 1,2 dan 3",,1,,Indonesia,1,MD001,.,301,SYA,p,2000,Bandung,Ganeca Exact,"viii,152 hlm.;ilus.,tab.; 30 cm",,,SMU4,BRA001,$0.00 ,HD,"
",11/18/2009,11/18/2009,OP002
090509350,,Matematika  Untuk SMA / MA Kelas XI IPA,,1,,Indonesia,1,MD001,.,510,TIM,m,2008,Malang,Dinas Pendidikan Kota Malang,"ix,238 hlm.; ilus.,tab.;27cm",,,SMU4,BRA001,$0.00 ,HD,"
",12/19/2009,12/19/2009,OP002
090509277,979-571-13,"Panduan Menguasai Antropologi:Disusun Sesuai Kurikulum SMA/MA 1994 Yang Disempurnakan(Suplemen GBPP 1994) - Untuk SMU/MA Kelas III Cawu 1,2 dan 3",,1,,Indonesia,1,MD001,.,301,SYA,p,2000,Bandung,Ganeca Exact,"viii,152 hlm.;ilus.,tab.; 30 cm",,,SMU4,BRA001,$0.00 ,HD,"
",11/18/2009,11/18/2009,OP002
090509278,979-571-13,"Panduan Menguasai Antropologi:Disusun Sesuai Kurikulum SMA/MA 1994 Yang Disempurnakan(Suplemen GBPP 1994) - Untuk SMU/MA Kelas III Cawu 1,2 dan 3",,1,,Indonesia,1,MD001,.,301,SYA,p,2000,Bandung,Ganeca Exact,"viii,152 hlm.;ilus.,tab.; 30 cm",,,SMU4,BRA001,$0.00 ,HD,"
",11/18/2009,11/18/2009,OP002
090509279,979-571-13,"Panduan Menguasai Antropologi:Disusun Sesuai Kurikulum SMA/MA 1994 Yang Disempurnakan(Suplemen GBPP 1994) - Untuk SMU/MA Kelas III Cawu 1,2 dan 3",,1,,Indonesia,1,MD001,.,301,SYA,p,2000,Bandung,Ganeca Exact,"viii,152 hlm.;ilus.,tab.; 30 cm",,,SMU4,BRA001,$0.00 ,HD,"
",11/18/2009,11/18/2009,OP002
090509280,979-571-13,"Panduan Menguasai Antropologi:Disusun Sesuai Kurikulum SMA/MA 1994 Yang Disempurnakan(Suplemen GBPP 1994) - Untuk SMU/MA Kelas III Cawu 1,2 dan 3",,1,,Indonesia,1,MD001,.,301,SYA,p,2000,Bandung,Ganeca Exact,"viii,152 hlm.;ilus.,tab.; 30 cm",,,SMU4,BRA001,$0.00 ,HD,"
",11/18/2009,11/18/2009,OP002
090509281,979-3176-3,Biologi Untuk SMA/MA Kelas XII,3,1,REVISI,Indonesia,1,MD001,.,574,WAH,b,2006,Bogor,Regina,"vi,282 hlm.;ilus.,tab.;25 cm",,,SMU4,BRA001,$0.00 ,HD,"
",11/18/2009,11/18/2009,OP002
090509282,,Biologi Untuk SMA/MA Kelas XII Standar KTSP 2006,3,,,Indonesia,1,MD001,.,574,PRA,b,2007,Jakarta,Erlangga,"217 hlm.;ilus.,tab.;25 cm",Hlm.;214-217,,SMU4,BRA001,$0.00 ,HD,"
",11/18/2009,11/18/2009,OP002
090509283,,Biologi Untuk SMA/MA Kelas XII,3,,,Indonesia,1,MD001,.,574,SUS,b,2007,Jakarta,Grasindo,"viii,321 hlm.;ilus.,tab.;25 cm",,,SMU4,BRA001,$0.00 ,HD,"
",11/18/2009,11/18/2009,OP002
090509284,,Sains Biologi 3 SMA/MA Kelas XII,3,1,,Indonesia,1,MD001,.,574,PRA,b,2007,Jakarta,Bumi Aksara,"v,264 hlm.;ilus.,tab.;25 cm",Hlm.;261-264,,SMU4,BRA001,$0.00 ,HD,"
",11/18/2009,11/18/2009,OP002
090509285,, Biologi 3 Untuk SMA Kelas XI Semester 1:2 A Standar Isi KTSP 2006,3,1,,Indonesia,1,MD001,.,574,SYA,b,2007,Jakarta,Erlangga,"viii,176 hlm.;ilus.,tab.;25 cm",Hlm.;174-176,,SMU4,BRA001,$0.00 ,HD,"
",11/18/2009,11/18/2009,OP002
090509286,, Fisika Untuk SMA Kelas XII Standar Isi KTSP 2006,3,,,Indonesia,1,MD001,.,530,KAN,f,2007,Jakarta,Erlangga,"viii,427 hlm.;ilus.,tab.;25 cm",Hlm.;425-427,,SMU4,BRA001,$0.00 ,HD,"
",11/18/2009,11/18/2009,OP002
090509287,979-676-57,Biologi Sains Dalam Kehidupan SMA Kelas XII 3A Semester Pertama,3 A,1,2,Indonesia,1,MD001,.,574,SUD,f,2007,Jakarta,Erlangga,"ix,164 hlm.;ilus.,tab.;25 cm",,,SMU4,BRA001,$0.00 ,HD,"
",11/18/2009,11/18/2009,OP002
090509288,,Kompeten Berbahasa Indonesia Untuk SMA Kelas XII,3,,,Indonesia,1,MD001,.,410,TIM,k,2007,Jakarta,Erlangga,"xi,244 hlm.;ilus.,tab.;25 cm",,,SMU4,BRA001,$0.00 ,HD,"
",11/18/2009,11/18/2009,OP002
090509289,978-979-01,Pengetahuan Sosial Geografi 3 SMA/MA Kelas XII,3,1,,Indonesia,1,MD001,.,910,TIK,p,2007,Jakarta,Bumi Aksara,"vi,200 hlm.;ilus.,tab.;25 cm",Hlm.;199-200,,SMU4,BRA001,$0.00 ,HD,"
",11/18/2009,11/18/2009,OP002
090509290,,Geografi Untuk SMA/MA Kelas XII Jilid 3,3,,,Indonesia,1,MD001,.,910,MEU,g,2007,Jakarta,Phibeta Aneka Gama,"vi,244 hlm.;ilus.,tab.;25 cm",Hlm.;239-241,,SMU4,BRA001,$0.00 ,HD,"
",11/18/2009,11/18/2009,OP002
090509291,979-676-82,Sosiologi 2 Suatu Kajian Kehidupan Masyarakat: Sekolah Menegajh Umum Kelas XI m,2,2,3,Indonesia,1,MD001,.,301,TIM,s,2007,Jakarta,Yudhistira,"viii,151 hlm.;ilus.,tab.;26 cm",,,SMU4,BRA001,$0.00 ,HD,"
",11/18/2009,11/18/2009,OP002
090509351,,Matematika  Untuk SMA / MA Kelas XI IPA,,1,,Indonesia,1,MD001,.,510,TIM,m,2008,Malang,Dinas Pendidikan Kota Malang,"ix,238 hlm.; ilus.,tab.;27cm",,,SMU4,BRA001,$0.00 ,HD,"
",12/19/2009,12/19/2009,OP002
090509352,,Matematika  Untuk SMA / MA Kelas XI IPA,,1,,Indonesia,1,MD001,.,510,TIM,m,2008,Malang,Dinas Pendidikan Kota Malang,"ix,238 hlm.; ilus.,tab.;27cm",,,SMU4,BRA001,$0.00 ,HD,"
",12/19/2009,12/19/2009,OP002
090509292,979-676-82,Sosiologi 3 Suatu Kajian Kehidupan Masyarakat: Sekolah Menegajh Umum Kelas XII,3,2,3,Indonesia,1,MD001,.,301,TIM,s,2007,Jakarta,Yudhistira,"viii,151 hlm.;ilus.,tab.;26 cm",,,SMU4,BRA001,$0.00 ,HD,"
",11/18/2009,11/18/2009,OP002
090509293,979-744-72,Manusia dan Masyarakat Pelajaran Sosiologi Untuk S M A,,1,,Indonesia,1,MD001,.,301,WAH,s,2007,Jakarta,Ganeca Exact,"vii,152 hlm.;ilus.,tab.;25 cm",,,SMU4,BRA001,$0.00 ,HD,"
",11/18/2009,11/18/2009,OP002
090509295,979-676-84,Ekonomi Untuk SMA Kelas XII Standar Isi 2006,3,2,2,Indonesia,1,MD001,.,330,SUK,e,2007,Jakarta,Yudhistira,"viii,101 hlm.; ilus.,tab.; 26 cm",,,SMU4,BRA001,$0.00 ,HD,"
",11/19/2009,11/19/2009,OP002
090509296,,Ekonomi Untuk SMA dan MA Kelas XII Standar Isi 2006(ESIS),3,,,Indonesia,1,MD001,.,330,ALA,e,2007,Jakarta,Erlangga,"vii,244 hlm.; ilus.,tab.; 25 cm",Hlm.;242-244,,SMU4,BRA001,$0.00 ,HD,"
",11/19/2009,11/19/2009,OP002
090509297,,Ekonomi Untuk SMA dan MA Kelas XII Standar Isi 2006(ESIS),3,,,Indonesia,1,MD001,.,330,ALA,e,2007,Jakarta,Erlangga,"vii,244 hlm.; ilus.,tab.; 25 cm",Hlm.;242-244,,SMU4,BRA001,$0.00 ,HD,"
",11/19/2009,11/19/2009,OP002
090509298,,Ekonomi Untuk SMA dan MA Kelas XII Standar Isi 2006(ESIS),3,,,Indonesia,1,MD001,.,330,ALA,e,2007,Jakarta,Erlangga,"vii,244 hlm.; ilus.,tab.; 25 cm",Hlm.;242-244,,SMU4,BRA001,$0.00 ,HD,"
",11/19/2009,11/19/2009,OP002
090509353,,Matematika  Untuk SMA / MA Kelas XI IPA,,1,,Indonesia,1,MD001,.,510,TIM,m,2008,Malang,Dinas Pendidikan Kota Malang,"ix,238 hlm.; ilus.,tab.;27cm",,,SMU4,BRA001,$0.00 ,HD,"
",12/19/2009,12/19/2009,OP002
090509354,,Matematika  Untuk SMA / MA Kelas XI IPA,,1,,Indonesia,1,MD001,.,510,TIM,m,2008,Malang,Dinas Pendidikan Kota Malang,"ix,238 hlm.; ilus.,tab.;27cm",,,SMU4,BRA001,$0.00 ,HD,"
",12/19/2009,12/19/2009,OP002
090509316,979-411-69,Seribu Pena Fisika SMU Jilid 3 Untuk Kelas 3,3,1,,Indonesia,1,MD001,.,530,KAN,s,1999,Jakarta,Erlangga,"viii,324 hlm.;ilus.,tab.; 25 cm",,,SMU4,BRA001,$0.00 ,HD,"
",11/24/2009,11/24/2009,OP002
090509299,,Ekonomi Untuk SMA dan MA Kelas XII Standar Isi 2006(ESIS),3,,,Indonesia,1,MD001,.,330,ALA,e,2007,Jakarta,Erlangga,"vii,244 hlm.; ilus.,tab.; 25 cm",Hlm.;242-244,,SMU4,BRA001,$0.00 ,HD,"
",11/19/2009,11/19/2009,OP002
090509300,,Ekonomi Untuk SMA dan MA Kelas XII Standar Isi 2006(ESIS),3,,,Indonesia,1,MD001,.,330,ALA,e,2007,Jakarta,Erlangga,"vii,244 hlm.; ilus.,tab.; 25 cm",Hlm.;242-244,,SMU4,BRA001,$0.00 ,HD,"
",11/19/2009,11/19/2009,OP002
090509301,,Ekonomi Untuk SMA dan MA Kelas XII Standar Isi 2006(ESIS),3,,,Indonesia,1,MD001,.,330,ALA,e,2007,Jakarta,Erlangga,"vii,244 hlm.; ilus.,tab.; 25 cm",Hlm.;242-244,,SMU4,BRA001,$0.00 ,HD,"
",11/19/2009,11/19/2009,OP002
090509302,979-746-69,Prinsip-Prinsip Akutansi 2 SMA Kelas XII Standar Isi 2006,2,1,,Indonesia,1,MD001,.,657,KAR,p,2007,Jakarta,Yudhisira,"viii,168 hlm.; ilus.,tab.; 265 cm",,,SMU4,BRA001,$0.00 ,HD,"
",11/19/2009,11/19/2009,OP002
090509303,,Creative English Work Book For SMA Year XII Standar Isi 2006,3A,,,Indonesia,1,MD001,.,420,MUN,c,2007,Jakarta,Erlangga,"vii,84 hlm.; ilus.,tab.; 28 cm",,,SMU4,BRA001,$0.00 ,HD,"
",11/19/2009,11/19/2009,OP002
090509307,979-730-16,Persiapan Menghadapi Ujian Nasional SMA-IPA 2009,,1,,Indonesia,1,MD001,.,372.272,TIM,p,2008,Bandung,Pustaka Setia,"496 hlm.; ilus.,tab.; 30 cm",,,SMU4,BRA001,$0.00 ,HD,"
",11/19/2009,11/19/2009,OP002
090509308,979-741-27,Fisika SMA Untuk SMA Kelas XII:Kurikulum 2004 Berbasis Kompetensi,3,,,Indonesia,1,MD001,.,530,SUP,f,2004,Jakarta,Erlangga,"x,303 hlm.;ilus.,tab.; 25 cm",,,SMU4,BRA001,$0.00 ,HD,"
",11/24/2009,11/24/2009,OP002
090509309,979-741-14,Terpadu Fisika SMA Untuk Kelas XII:Kurikulum 2004 Berbasis Kompetensi,3B,,,Indonesia,1,MD001,.,530,FOS,t,2004,Jakarta,Erlangga,"xiii,207 hlm.;ilus.,tab.; 25 cm",,,SMU4,BRA001,$0.00 ,HD,"
",11/24/2009,11/24/2009,OP002
090509310,979-688-43, Fisika Untuk SMA Kelas XII Semester 2:Kurikulum 2004 Berbasis Kompetensi,3B,,,Indonesia,1,MD001,.,530,KAN,f,2002,Jakarta,Erlangga,"xiv,416 hlm.;ilus.,tab.; 25 cm",,,SMU4,BRA001,$0.00 ,HD,"
",11/24/2009,11/24/2009,OP002
090509311,979-737-10, Fisika SMA dan MA Kelas XII Semester 2:Kurikulum 2004 Berbasis Kompetensi,3A,,,Indonesia,1,MD001,.,530,AST,f,2006,Jakarta,Piranti Darma Kalokatama,"ix,238 hlm.;ilus.,tab.; 26 cm",,,SMU4,BRA001,$0.00 ,HD,"
",11/24/2009,11/24/2009,OP002
090509312,979-737-10, Fisika SMA dan MA Kelas XII Semester 2:Kurikulum 2004 Berbasis Kompetensi,3A,,,Indonesia,1,MD001,.,530,AST,f,2006,Jakarta,Piranti Darma Kalokatama,"ix,238 hlm.;ilus.,tab.; 26 cm",,,SMU4,BRA001,$0.00 ,HD,"
",11/24/2009,11/24/2009,OP002
090509313,979-526-51,Sains Fisika 3A Untuk SMU Kelas 3 Semester 1,3A,,,Indonesia,1,MD001,.,530,RAC,s,1999,Jakarta,Bumi Aksara,"xviii,287 hlm.;ilus.,tab.; 25 cm",,,SMU4,BRA001,$0.00 ,HD,"
",11/24/2009,11/24/2009,OP002
090509314,979-526-51,Sains Fisika 3A Untuk SMU Kelas 3 Semester 1,3A,,,Indonesia,1,MD001,.,530,RAC,s,1999,Jakarta,Bumi Aksara,"xviii,287 hlm.;ilus.,tab.; 25 cm",,,SMU4,BRA001,$0.00 ,HD,"
",11/24/2009,11/24/2009,OP002
090509315,979-526-51,Sains Fisika 3A Untuk Kelas 3 SMU Tengah Tahun Pertama Kurikulum1994,3A,,,Indonesia,1,MD001,.,530,RAC,s,1999,Jakarta,Bumi Aksara,"xviii,253 hlm.;ilus.,tab.; 25 cm",,,SMU4,BRA001,$0.00 ,HD,"
",11/24/2009,11/24/2009,OP002
090509317,979-411-70,Terpadu Fisika SMU Kelas 3 Tengah Tahun Kedua,3B,1,,Indonesia,1,MD001,.,530,FOS,t,1999,Jakarta,Erlangga,"xv,1914 hlm.;ilus.,tab.; 25 cm",,,SMU4,BRA001,$0.00 ,HD,"
",11/24/2009,11/24/2009,OP002
090509359,,Matematika  Untuk SMA / MA Kelas XI IPA,,1,,Indonesia,1,MD001,.,510,TIM,m,2008,Malang,Dinas Pendidikan Kota Malang,"ix,238 hlm.; ilus.,tab.;27cm",,,SMU4,BRA001,$0.00 ,HD,"
",12/19/2009,12/19/2009,OP002
090509375,,Wonderful World Grade XI For SMA/MA Student,,1,,Other,1,MD001,.,420,TIM,w,2007,Malang,Diknas Kota Malang,"x,206 hlm., 27 cm",,,SMU4,BRA001,$0.00 ,HD,"
",1/4/2010,1/4/2010,OP002
